,Province_State,FIPS,Combined_Key,Date,Confirmed_Cases,County_Name,order_code,Face_Masks_Required_in_Public
257,Arizona,4019,"Pima, Arizona, US",2020-10-05,25980,Pima County,2.0,
258,Arizona,4019,"Pima, Arizona, US",2020-10-06,26052,Pima County,2.0,
259,Arizona,4019,"Pima, Arizona, US",2020-10-07,26092,Pima County,2.0,
260,Arizona,4019,"Pima, Arizona, US",2020-10-08,26217,Pima County,2.0,
261,Arizona,4019,"Pima, Arizona, US",2020-10-09,26287,Pima County,2.0,
262,Arizona,4019,"Pima, Arizona, US",2020-10-10,26363,Pima County,2.0,
263,Arizona,4019,"Pima, Arizona, US",2020-10-11,26402,Pima County,2.0,
264,Arizona,4019,"Pima, Arizona, US",2020-10-12,26465,Pima County,2.0,
265,Arizona,4019,"Pima, Arizona, US",2020-10-13,26516,Pima County,2.0,
266,Arizona,4019,"Pima, Arizona, US",2020-10-14,26632,Pima County,2.0,
267,Arizona,4019,"Pima, Arizona, US",2020-10-15,26727,Pima County,2.0,
268,Arizona,4019,"Pima, Arizona, US",2020-10-16,26769,Pima County,2.0,
269,Arizona,4019,"Pima, Arizona, US",2020-10-17,26843,Pima County,2.0,
270,Arizona,4019,"Pima, Arizona, US",2020-10-18,26911,Pima County,2.0,
271,Arizona,4019,"Pima, Arizona, US",2020-10-19,26955,Pima County,2.0,
272,Arizona,4019,"Pima, Arizona, US",2020-10-20,27019,Pima County,2.0,
273,Arizona,4019,"Pima, Arizona, US",2020-10-21,27128,Pima County,2.0,
274,Arizona,4019,"Pima, Arizona, US",2020-10-22,27208,Pima County,2.0,
275,Arizona,4019,"Pima, Arizona, US",2020-10-23,27297,Pima County,2.0,
276,Arizona,4019,"Pima, Arizona, US",2020-10-24,27417,Pima County,2.0,
277,Arizona,4019,"Pima, Arizona, US",2020-10-25,27484,Pima County,2.0,
278,Arizona,4019,"Pima, Arizona, US",2020-10-26,27575,Pima County,2.0,
279,Arizona,4019,"Pima, Arizona, US",2020-10-27,27703,Pima County,2.0,
280,Arizona,4019,"Pima, Arizona, US",2020-10-28,27962,Pima County,2.0,
281,Arizona,4019,"Pima, Arizona, US",2020-10-29,28067,Pima County,2.0,
282,Arizona,4019,"Pima, Arizona, US",2020-10-30,28296,Pima County,2.0,
283,Arizona,4019,"Pima, Arizona, US",2020-10-31,28598,Pima County,2.0,
284,Arizona,4019,"Pima, Arizona, US",2020-11-01,28824,Pima County,2.0,
285,Arizona,4019,"Pima, Arizona, US",2020-11-02,28914,Pima County,2.0,
286,Arizona,4019,"Pima, Arizona, US",2020-11-03,29141,Pima County,2.0,
287,Arizona,4019,"Pima, Arizona, US",2020-11-04,29291,Pima County,2.0,
288,Arizona,4019,"Pima, Arizona, US",2020-11-05,29456,Pima County,2.0,
289,Arizona,4019,"Pima, Arizona, US",2020-11-06,29764,Pima County,2.0,
290,Arizona,4019,"Pima, Arizona, US",2020-11-07,30066,Pima County,2.0,
291,Arizona,4019,"Pima, Arizona, US",2020-11-08,30419,Pima County,2.0,
292,Arizona,4019,"Pima, Arizona, US",2020-11-09,30493,Pima County,2.0,
293,Arizona,4019,"Pima, Arizona, US",2020-11-10,31013,Pima County,2.0,
294,Arizona,4019,"Pima, Arizona, US",2020-11-11,31204,Pima County,2.0,
295,Arizona,4019,"Pima, Arizona, US",2020-11-12,31538,Pima County,2.0,
296,Arizona,4019,"Pima, Arizona, US",2020-11-13,31874,Pima County,2.0,
297,Arizona,4019,"Pima, Arizona, US",2020-11-14,32207,Pima County,2.0,
298,Arizona,4019,"Pima, Arizona, US",2020-11-15,32802,Pima County,2.0,
299,Arizona,4019,"Pima, Arizona, US",2020-11-16,33087,Pima County,2.0,
300,Arizona,4019,"Pima, Arizona, US",2020-11-17,33444,Pima County,2.0,
301,Arizona,4019,"Pima, Arizona, US",2020-11-18,33822,Pima County,2.0,
